,area,id,parent_id,group,analysis_year,has_agriculture,has_buildings,has_coastline,has_cold_network,has_electricity_storage,has_employment,has_fce,has_industry,has_lignite,has_merit_order,has_metal,has_mountains,has_old_technologies,has_other,has_solar_csp,has_import_export,use_network_calculations,use_merit_order_demands,has_weather_curves,has_aggregated_chemical_industry,has_detailed_chemical_industry,has_coal_oil_for_heating_built_environment,buildings_insulation_employment_constant,households_insulation_employment_constant,co2_emission_1990_aviation_bunkers,co2_emission_1990_marine_bunkers,co2_percentage_free,co2_price,offshore_ccs_potential_mt_per_year,economic_multiplier,employment_fraction_production,employment_local_fraction,man_hours_per_man_year,lv_net_spare_capacity,lv_net_total_costs_present,lv_net_costs_per_capacity_step,lv_net_capacity_per_step,mv_net_spare_capacity,mv_net_total_costs_present,mv_net_costs_per_capacity_step,mv_net_capacity_per_step,hv_net_spare_capacity,hv_net_total_costs_present,hv_net_costs_per_capacity_step,hv_net_capacity_per_step,lv_mv_trafo_spare_capacity,lv_mv_trafo_total_costs_present,lv_mv_trafo_costs_per_capacity_step,lv_mv_trafo_capacity_per_step,mv_hv_trafo_spare_capacity,mv_hv_trafo_total_costs_present,mv_hv_trafo_costs_per_capacity_step,mv_hv_trafo_capacity_per_step,interconnection_net_costs_present,offshore_net_costs_present,flh_solar_pv_solar_radiation_max,hydrogen_electrolysis_solar_pv_capacity_ratio,insulation_detached_houses_low_share,insulation_detached_houses_medium_share,insulation_detached_houses_high_share,insulation_apartments_low_share,insulation_apartments_medium_share,insulation_apartments_high_share,insulation_semi_detached_houses_low_share,insulation_semi_detached_houses_medium_share,insulation_semi_detached_houses_high_share,insulation_corner_houses_low_share,insulation_corner_houses_medium_share,insulation_corner_houses_high_share,insulation_terraced_houses_low_share,insulation_terraced_houses_medium_share,insulation_terraced_houses_high_share,insulation_detached_houses_start_value,insulation_semi_detached_houses_start_value,insulation_apartments_start_value,insulation_corner_houses_start_value,insulation_terraced_houses_start_value,insulation_buildings_start_value,typical_roof_surface_corner_house_available_for_pv,typical_roof_surface_terraced_house_available_for_pv,typical_roof_surface_detached_house_available_for_pv,typical_roof_surface_semi_detached_house_available_for_pv,typical_roof_surface_apartment_available_for_pv,typical_useful_demand_space_heating_corner_house,typical_useful_demand_space_heating_detached_house,typical_useful_demand_space_heating_semi_detached_house,typical_useful_demand_space_heating_terraced_house,typical_useful_demand_space_heating_apartment,heat_demand_reduction_medium_insulation_corner_house,heat_demand_reduction_medium_insulation_detached_house,heat_demand_reduction_medium_insulation_semi_detached_house,heat_demand_reduction_medium_insulation_terraced_house,heat_demand_reduction_medium_insulation_apartments,heat_demand_reduction_high_insulation_corner_house,heat_demand_reduction_high_insulation_detached_house,heat_demand_reduction_high_insulation_semi_detached_house,heat_demand_reduction_high_insulation_terraced_house,heat_demand_reduction_high_insulation_apartments,heat_demand_reduction_high_insulation_buildings,heat_share_of_apartments_with_block_heating,heat_households_indoor_pipelines_investment_costs_with_block_heating_eur,heat_households_indoor_pipelines_investment_costs_without_block_heating_eur,heat_buildings_indoor_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_connection,heat_exchanger_station_investment_costs_eur_per_kw,heat_sub_station_investment_costs_eur_per_kw,heat_distribution_pipelines_investment_costs_eur_per_meter,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_primary_pipelines_investment_costs_per_kw,heat_yearly_indoor_infrastructure_maintenance_costs_factor,heat_yearly_outdoor_infrastructure_maintenance_costs_factor,electric_vehicle_profile_1_share,electric_vehicle_profile_2_share,electric_vehicle_profile_3_share,electric_vehicle_profile_4_share,electric_vehicle_profile_5_share,solar_pv_profile_1_share,solar_pv_profile_2_share,annual_infrastructure_cost_gas,areable_land,co2_emission_1990,coast_line,interconnector_capacity,total_land_area,number_of_buildings,number_of_cars,number_of_residences,number_of_inhabitants,offshore_suitable_for_wind,residences_roof_surface_available_for_pv,buildings_roof_surface_available_for_pv,other_emission_agriculture,other_emission_built_environment,other_emission_transport,other_emission_industry_energy,number_of_detached_houses,number_of_apartments,number_of_semi_detached_houses,number_of_corner_houses,number_of_terraced_houses,init,base_dataset,scaling,uses_deprecated_initializer_inputs,derived,last_updated_at,useable
237,GM0059_achtkarspelen,100081,100081,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1014651.89958608,18320.0,0.02,0.25,871966.476155758,138000.0,0.2,0.25,512399.20930488,72800.0,0.2,0.25,361469.739235857,4000.0,0.02,0.25,304395.569863728,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.3076923076923077,0.6923076923076923,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,18.0,17.0,13.0,13.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,11.6,11.7,11.8,12.3,15.9,11.7,11.9,13.0,13.8,16.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3106198184387803,86.11,0.175977980346765,0.0,60000.0,102.26,825.0,14608.0,12075.0,27935.0,12500.0,0.254941222278737,0.127470611139368,0.079066429,0.000976884843,0.001784712,0.00195987685108,4680.94783247612,1353.0033063923586,1795.7237325495958,1986.4750183688463,2258.850110213079,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 12075, 'base_value': 7587964}",False,True,2020-12-15T16:16:20.000+00:00,True
238,GM0307_amersfoort,100121,100121,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,4500772.41697128,18320.0,0.02,0.25,3867851.29560834,138000.0,0.2,0.25,2272890.0706322,72800.0,0.2,0.25,1603400.17358291,4000.0,0.02,0.25,1350231.72503773,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.9,4.6,5.2,5.8,7.3,1.6,3.0,4.2,5.2,6.5,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.730893293642405,19.75,0.788439123863016,0.0,60000.0,62.77,4932.0,102990.0,66530.0,155226.0,12500.0,1.21160129724022,0.605800648620112,0.0189807335,0.005162405445,0.0101944186,0.105527679316365,2487.4653172277704,23350.9439095856,4131.519763200383,9652.479369730312,26907.591640255934,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 66530, 'base_value': 7587964}",False,True,2021-04-30T12:15:23.000+00:00,True
239,BU00141100_beijum_west,796,796,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,81328.33242,1832.0,0.002,0.25,69891.53567,1380.0,0.002,0.25,41070.80787,728.0,0.002,0.25,28973.21843,400.0,0.002,0.25,24398.49973,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,18.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.4,6.4,6.4,6.4,6.4,6.9,6.9,6.9,6.9,6.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5692831436733227,0.0,0.017633425,0.0,60000.0,1.18,46.0,2185.0,2975.0,6265.0,11.8,0.042619824,0.002523111,0.0,0.0,0.0,0.0,30.000000000000007,858.0,70.0,627.0,1390.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 2975, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
240,GM0296_wijchen,100049,100049,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1449835.16844525,18320.0,0.02,0.25,1245952.09780972,138000.0,0.2,0.25,732166.760084726,72800.0,0.2,0.25,516503.778770502,4000.0,0.02,0.25,434950.55051629,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,5.8,6.6,7.6,8.8,12.3,5.8,7.1,8.2,9.4,12.2,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4143593722901167,43.71,0.251157037271102,0.0,60000.0,66.21,1137.0,21202.0,17843.0,40847.0,12500.0,1.023405296,0.937777694,0.0346306864,0.0014638301752,0.00307812199,0.0014716576379054,3002.317369629754,3165.2260684478797,2177.779476838627,3103.260796504789,6394.41628857895,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 17843, 'base_value': 7587964}",False,True,2021-03-24T13:19:29.000+00:00,True
241,GM0622_vlaardingen,896,896,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1802075.163,18320.0,0.02,0.25,1548658.343,138000.0,0.2,0.25,910047.9573,72800.0,0.2,0.25,641989.2768,4000.0,0.02,0.25,540622.5488,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,2.1,2.8,3.3,3.7,5.0,1.5,2.3,2.7,3.3,4.2,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.653054231675322,4.96,0.413225890405504,0.0,60000.0,23.64,1414.0,29648.0,34901.0,71999.0,12500.0,0.521542746932544,0.260771373466272,0.001887551,0.001793873,0.005613734,0.007488965,290.12959061663724,21485.487217445767,743.2086773330296,3177.5151739452263,9204.659340659338,{},nl,"{'area_attribute': 'number_of_residences', 'value': 34768, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
242,BU00141001_paddepoel_zuid,748,748,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,61754.65564,1832.0,0.002,0.25,53070.40719,1380.0,0.002,0.25,31186.1011,728.0,0.002,0.25,22000.09607,400.0,0.002,0.25,18526.39669,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.0,0.6818181818181819,0.3181818181818182,0.15625,0.84375,0.0,0.0,0.6744186046511628,0.32558139534883723,0.08695652173913043,0.9130434782608696,0.0,0.06451612903225817,0.9354838709677418,0.0,37.0,40.0,27.0,21.0,28.999999999999996,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,4.1,4.1,4.1,4.1,4.1,3.8,3.8,3.8,3.8,3.8,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4975247642187021,0.0,0.012527102,0.0,60000.0,0.55,18.0,1145.0,2600.0,4415.0,5.5,0.024898922,0.000659984,0.0,0.0,0.0,0.0,5.439330543933054,1787.3640167364017,32.63598326359832,155.56485355648536,618.9958158995815,{},nl,"{'area_attribute': 'number_of_residences', 'value': 2600, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
243,GM0096_vlieland,10022,10022,municipality,2017,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,75282.51333,18320.0,0.02,0.25,64695.90989,138000.0,0.2,0.25,38017.66923,72800.0,0.2,0.25,26819.39538,4000.0,0.02,0.25,22584.754,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.75,0.25,0.0,0.5,0.5,0.0,0.43478260869565216,0.5652173913043479,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,8.0,13.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.4,10.4,10.4,11.8,12.9,7.9,7.9,7.9,9.2,10.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10371477777174483,0.09,0.0104993010870067,27.969,60000.0,35.44,604.0,381.0,542.0,1085.0,12500.0,0.0091859676535697,0.0045929838267848,0.000194511,4.42e-05,9.88e-05,4.18e-05,97.56,77.8509090909091,100.51636363636364,110.3709090909091,155.7018181818182,{},nl,"{'area_attribute': 'number_of_residences', 'value': 542, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
244,GM0267_nijkerk,100029,100029,municipality,2018,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,2022322.24940437,18320.0,0.02,0.25,1737933.18298017,138000.0,0.2,0.25,1021272.73597693,72800.0,0.2,0.25,720452.30136688,4000.0,0.02,0.25,606696.674797201,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,7.2,7.7,8.4,9.4,12.8,7.3,8.4,9.1,10.2,13.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.189707805677518,50.1,0.265610463019666,0.215,60000.0,69.42,1628.0,21230.0,16669.0,42307.0,12500.0,1.002008736,0.980794884,0.050068861,0.0014099303216,0.00301812649,0.0071507113502028,2699.619544990696,2715.6291494087277,1692.015066930788,3343.005522540368,6218.730716129419,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 16669, 'base_value': 7587964}",False,True,2021-03-24T13:19:29.000+00:00,True
245,GM1931_krimpenerwaard,755,755,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1557406.995,18320.0,0.02,0.25,1338396.636,138000.0,0.2,0.25,786490.5323,72800.0,0.2,0.25,554826.2418,4000.0,0.02,0.25,467222.0984,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.6538461538461539,0.34615384615384615,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,9.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.6,7.1,7.6,8.6,11.8,5.6,6.8,7.6,8.7,11.8,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.464519336148669,129.06,0.308032274306019,0.0,60000.0,149.66,1014.0,26257.0,23541.0,55204.0,12500.0,0.47,0.48,0.150517258,0.002051177,0.004843322,0.001858204,4266.818749469033,4509.808427491292,1827.922351541925,3996.8302183331907,8939.620253164556,{},nl,"{'area_attribute': 'number_of_residences', 'value': 23331, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
246,PV20_groningen,553,553,province,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,46687026.528611,18320.0,0.02,0.25,40121663.420677,138000.0,0.2,0.25,23576948.397589,72800.0,0.2,0.25,16632253.2012,4000.0,0.02,0.25,14006107.958027,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5100478260869565,0.48995217391304346,0.0,0.45908125,0.54091875,0.0,0.4629807692307692,0.5370192307692307,0.0,0.18813478260869557,0.8118652173913045,0.0,0.3783548387096774,0.6216451612903227,0.0,11.2689,13.9625,17.3094,18.672900000000002,19.271,45.1851,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.5,5.2,7.0,8.7,11.8,2.8,4.3,6.1,7.5,10.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.569423365740796,1873.9,6.953852,56.674,60000.0,2299.16,36484.0,262291.0,274721.0,583721.0,1704.808062,7.196404,3.598202,1.168591,0.024991,0.049527,0.362508,65577.001584,91691.430402,33792.056605,27628.965690999998,56031.545718,{},nl,"{'area_attribute': 'number_of_residences', 'value': 274721, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
247,BU00090000_ten_boer,832,832,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,68091.93597,1832.0,0.002,0.25,58516.50747,1380.0,0.002,0.25,34386.42766,728.0,0.002,0.25,24257.75219,400.0,0.002,0.25,20427.58079,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,18.0,27.0,21.0,21.0,31.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.4,10.4,10.4,10.4,10.4,10.7,10.7,10.7,10.7,10.7,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3522858042025503,0.0,0.015916992,0.0,60000.0,1.71,68.0,2065.0,1841.0,4355.0,453.1,0.061810507,0.008741205,0.0,0.0,0.0,0.0,418.31723380900104,273.8260153677278,350.6185510428101,352.63940724478596,445.5987925356751,{},nl,"{'area_attribute': 'number_of_residences', 'value': 1841, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
248,RES27_twente,977,977,res,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,26793517.010742,18320.0,0.02,0.25,23025678.679759,138000.0,0.2,0.25,13530726.090792,72800.0,0.2,0.25,9545190.435297,4000.0,0.02,0.25,8038055.102903,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.38549130434782614,0.6145086956521739,0.0,0.447025,0.552975,0.0,0.5585653846153846,0.44143461538461537,0.0,0.13327826086956523,0.8667217391304347,0.0,0.3225806451612903,0.6774193548387097,0.0,14.1337,11.4773,17.6952,19.9346,21.0,44.804300000000005,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.27139,7.080073,7.857466,9.354166,12.326819,5.180436,6.591656,7.624173,8.986936,11.301507,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.46762214475451,1011.33,4.356009,0.0,60000.0,1488.76,16032.0,313407.0,275224.0,627209.0,175000.0,7.626144,3.813072,1.097691,0.025332,0.053305,0.430843,50858.367736,66882.734688,43846.761112,42062.759143999996,71573.37732,{},nl,"{'area_attribute': 'number_of_residences', 'value': 274189, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
249,GM0501_brielle,844,844,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,790466.39,18320.0,0.02,0.25,679307.0539,138000.0,0.2,0.25,399185.527,72800.0,0.2,0.25,281603.6514,4000.0,0.02,0.25,237139.917,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.43478260869565216,0.5652173913043479,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,13.0,27.0,13.0,13.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.7,7.0,7.4,7.8,10.9,4.8,5.4,6.2,7.1,9.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4703770339448103,17.3,0.117740936928598,0.0,60000.0,27.54,371.0,9130.0,7798.0,16833.0,12500.0,0.142577352489648,0.071288676244824,0.016096306,0.000597849,0.001401574,0.000373247,761.0453164556963,1498.4005063291138,351.40354430379745,1469.7749367088607,3717.375696202532,{},nl,"{'area_attribute': 'number_of_residences', 'value': 7684, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
250,BU00140505_driebond,726,726,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,32627.72281,1832.0,0.002,0.25,28039.44928,1380.0,0.002,0.25,16477.00002,728.0,0.002,0.25,11623.62625,400.0,0.002,0.25,9788.316841,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.0,1.0,0.0,0.0,0.6744186046511628,0.32558139534883723,0.0,0.7391304347826086,0.2608695652173913,0.0,0.8421052631578947,0.15789473684210525,17.0,40.0,32.0,35.0,37.0,54.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,24.6,24.6,24.6,24.6,24.6,16.5,16.5,16.5,16.5,16.5,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000574067035636964,0.0,0.003299866,0.0,60000.0,0.91,27.0,610.0,3.0,20.0,9.1,0.002110346,0.072719354,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 3, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
