index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
56,%,heating_buildings,buildings_space_heater_electricity_share,buildings_space_heater_electricity,,0.1,,,False,Electric heater,"Electric heaters directly convert electricity back to heat.
<br/>
Some people believe this is a waste of energy. Electricity is a very versatile form of energy and low-grade heat can only be used to heat buildings or make hot water. The waste is even bigger if the electricity is generated using fossil fuels.
<br/><br/>
Electric heaters need to be able to produce a lot of heat quickly, so they can have a large impact on the energy grid. Especially if they are added to electric heat pumps as extra heating capacity during cold days, impact on the local electricity grid can be extreme. If you want to see what will happen to the grid you can set the electric heater slider to the same percentage as electric heat pumps (ground). ",False,False,{},Buildings,Space heating
57,%,heating_buildings,buildings_space_heater_wood_pellets_share,buildings_space_heater_wood_pellets,,0.1,,,False,Biomass-fired heater,"What percentage of heat demand in offices and other buildings is met by biomass-firing? Biomass heaters are especially suited for larger office parks with large heat demands, as this allows transport of biomass to be concentrated. That way (fossil) transport fuel use can be minimalized.
<br/><br/>
The mix you fill in here is probably mostly determined by fuel prices and environmental legislation. ",False,False,{},Buildings,Space heating
58,%,heating_buildings,buildings_space_heater_district_heating_steam_hot_water_share,,,0.1,,,False,District heating,"District heating is heat supplied by a heat network. The heat can be produced by local heat plants / large-scale burners or the heat can be imported from outside your region. You can set the heat sources in the Supply-section under the header <a href=""/scenario/supply/heat"" >""Heat networks""</a>.",False,False,{},Buildings,Space heating
59,%,cooling_buildings,buildings_cooling_collective_heatpump_water_water_ts_electricity_share,buildings_cooling_collective_heatpump_water_water_ts_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/buildings/buildings_cooling_collective_heatpump_water_water_ts_electricity.converter.xlsx?raw=true,0.1,,,False,Heat pump with TS,"Thermal storage works by storing a building&#39;s heat underground by cooling it with water from a water basin or aquifer in summer. This heat can be used again in winter for heating the building. Alternatively the natural heat of cold of ground water or roads, for example, can be used.
<br/><br/>
Heat pumps are more efficient when used in combination with thermal storage, because less energy has to be added to cool or heat water to the right temperature. It is difficult to realize underground thermal storage in densely populated areas so this is only lucrative for large projects supplying heat and cold to larger office buildings, for example. ",False,False,{},Buildings,Cooling
60,%,cooling_buildings,buildings_cooling_heatpump_air_water_network_gas_share,buildings_cooling_heatpump_air_water_network_gas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/buildings/buildings_cooling_heatpump_air_water_network_gas.converter.xlsx?raw=true,0.1,,,False,Gas-fired heat pump,"A gas-fired heat pump is similar to an electric heat pump except that the energy driving the process comes from gas, not electricity. This heat pump takes its heat from the outside air, which makes it easier and cheaper to install than the heat pump that takes its heat from the ground or underground water. Depending on how the electricity for electric heat pumps is produced, gas-fired heat pumps are roughly as efficient as electric ones for heating, and less efficient for cooling.",False,False,{},Buildings,Cooling
61,%,cooling_buildings,buildings_cooling_airconditioning_share,buildings_cooling_airconditioning_electricity,,0.1,,,False,Airconditioning,"This indicates the extent to which air conditioning is used to cool buildings like offices, schools, hostpitals, hotels, restaurants etc. Currently, most cooling is provided by air conditioning in most countries.",False,False,{},Buildings,Cooling
62,%,,buildings_useful_demand_for_appliances,,,0.1,,,False,Appliances efficiency,"How much more efficient do you think appliances in non-residential buildings will be in the future? Use the slider to give an estimation of yearly increase in the overall efficiency of appliances.
<br/><br/>
Appliances in offices, hotels, restaurants, hospitals and swimming pools account for a considerable share of energy use. Typical office appliances are computers and screens, printers, faxes, photocopiers etc. Hotels, restaurants, swimming pools and especially hospitals use more specialized equipment, of course, for which reliability may be more important than energy consumption. 
<br/><br/>
New technologies often reduce energy consumption per individual device, but not if devices simply become bigger. Computer screens have become much more efficient, for example, but also larger. This means they do not always use less energy than the smaller screens used before.  
",False,False,{},Buildings,Appliances
63,%,lighting_buildings,buildings_lighting_standard_fluorescent_electricity_share,,,0.1,,,False,Fluorescent tube,"What share of lighting in buildings comes from conventional fluorescent tubes? This concerns all buildings that fall into categories like offices, hospitals, swimming pools, restaurants, etc. 
<br/><br/>
Fluorescent tubes produce light by sending an electric charge through a gas that is contained in the tube. A typical fluorescent tube converts electricity into visible light 10 times more efficiently than the traditional incandescent lamp still used in many homes. The tubes are usually also more expensive, but the initial higher investment costs are offset by its much longer lifetime and lower electricity use.
<br/><br/>
Not all fluorescent tubes can be thrown away without danger of polluting the environment, as they contain toxic substances such as mercury. LED-tubes do not. A fluorescent tube&#39;s lifetime is shortened when its switched on and off very often.",False,False,{},Buildings,Lighting
64,%,lighting_buildings,buildings_lighting_efficient_fluorescent_electricity_share,,,0.1,,,False,High-performance fluorescent tube,"What share of lighting in buildings comes from high performance fluorescent tubes?
<br/><br/>
There are many types of high performance fluorescent tubes on the market. They sometimes are smaller and thinner than conventional fluorescent tubes. More importantly they can be up to 50% more energy efficient, have a longer lifetime and produce a better, more constant light that is easier to work with compared to conventional fluorescent tubes that are still used in most offices today.
<br/><br/>
Fluorescent tubes produce light by sending an electric charge through a gas that is contained in the tube. A typical fluorescent tube converts electricity into visible light 10 times more efficiently than the traditional incandescent lamp still used in many homes. The tubes are usually also more expensive, but the initial higher investment costs are offset by its much longer lifetime and lower electricity use.
<br/><br/>
Not all fluorescent tubes can be thrown away without danger of polluting the environment, as they contain toxic substances. LED-tubes do not. A Fluorescent tube&#39;s lifetime is shortened when its switched on and off very often.",False,False,{},Buildings,Lighting
65,%,lighting_buildings,buildings_lighting_led_electricity_share,,,0.1,,,False,LED-tube,"What share of lighting comes from LED tubes?
<br/><br/>
LED tubes are a number of Light Emitting Diodes (LEDs) combined into a form that can be easily installed in standard lighting armatures currently used in offices, schools and government buildings.
<br/><br/>
LED tubes are 50% more efficient than conventional fluorescent tubes. Unlike fluorescent tubes, LED tubes can be switched on and off often without decreasing their lifetime. Investment costs for LED lighting are 5 to 50 times higher than for fluorescent tubes. However, their longer life and lower elektricity use will in the end make the LED tube cheaper. Their chief disadvantage at this moment is that they are not (yet) optimally suited for evenly lighting up a room and producing enough light for an office enviroment.
",False,False,{},Buildings,Lighting
66,%,,buildings_lighting_savings_from_motion_detection_light,,,0.1,,,False,Motion detection,"How many buildings will employ motion detection?
<br/><br/>
Motion detection is a mechanism that &#39;sees&#39; whether someone is in the room. As soon as someone enters the room the light switches on automatically and once nobody is left in the room the light will turn off automatically.
<br/><br/>
This type of energy saving measure limits the amount of time a light is on to the minimum required. It prevents lights from being switched on uselessly at night or during lunch breaks for example.",False,False,{},Buildings,Lighting
67,%,,buildings_lighting_savings_from_daylight_control_light,,,0.1,,,False,Daylight-dependent control,"How many buildings use daylight-dependent control?
<br/><br/>
Daylight-dependent control is a mechanism that varies the amount of light from lamps in a room by the light that comes from outside. If the sun is shining and it is already light in the room it will switch off or dim the lights automatically. But if it is dark or cloudy the system will make sure that the lamps in the room give of enough light to work.
<br/><br/>
This technology ensures that lights are not on needlessly if there is already enough light coming from outside. In combination with a motion detection system the lights will only be on when someone is in the office and there is not enough light coming in from outside.",False,False,{},Buildings,Lighting
68,%,,buildings_solar_pv_solar_radiation_market_penetration,buildings_solar_pv_solar_radiation,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/buildings/buildings_solar_pv_solar_radiation.central_producer.xlsx?raw=true,0.1,,,False,Solar panels,"With this slider you set the percentage of the potential roof area where you want to install solar panels. Do you want to know the installed capacity? Then look in the &#39;Merit order table&#39;, which can be found in the chart list (you can get here by clicking &#39;See more charts&#39; at the top right). 
<br/><br/>
 This technology is developing rapidly and solar panels are becoming ever more efficient and cheaper. Solar panels produce electricity on site, so transport of electricity is not always required. This avoids losses on the grid and that saves energy. Feeding locally produced power back into the local power grid requires a higher capacity or smarter local grid, to prevent it from overloading. It may be desirable to curtail the power peaks in order to decrease the load on the net, you can set this <a href=""/scenario/flexibility/flexibility_net_load/curtailment-solar-pv"">here</a>. 
<br/><br />
 You can adjust the full load hours of solar panels <a href=""/scenario/flexibility/flexibility_weather/extreme-weather-conditions"" >here</a>. The efficiency of solar panels can be adjusted <a href=""/scenario/costs/solar/solar-pv-technology"" >here</a>.<br />",False,False,{},Buildings,Solar panels
69,%,,buildings_space_heater_solar_thermal_share,buildings_space_heater_solar_thermal,,0.1,,,False,Solar thermal panels,"Solar water heaters (SWH) use solar thermal panels to produce warm water using heat from the sun. This heat can be used to heat a building. SWHs are installed on rooftops or in asphalt for parking lots, for example. A SWH is often combined with a gas-fired central heating boiler that heats water further if necessary (especially in winter). It can also be combined with a heat pump. 
<br/>",False,False,{},Buildings,Solar panels
70,%,,number_of_buildings,,,0.1,,,False,Number of buildings,"How do you expect the number of non-residential buildings to grow? This concerns all buildings that fall into categories like offices, hospitals, swimming pools, restaurants, etc. Apart from increasing prosperity, this is one of the most important drivers for the energy demand growth.",False,False,{},Buildings,Demand growth
71,%,,buildings_useful_demand_electricity,,,0.1,,,False,Electricity per building,"Note: these changes in energy use <strong>exclude</strong> the use of the efficient technologies that you can choose below (Appliances, Lighting, Heating & Cooling). 
<br/>
<br/>
Here you indicate how you expect demand for electricity per building to change. This is mainly determined by growth in prosperity. As people become richer, they become accustomed to ever more convenience from ICT and other other office or school appliances.",False,False,{},Buildings,Demand growth
72,%,,buildings_useful_demand_for_space_heating,,,0.1,,,False,Heat per building,"Note: these changes in energy demand do <strong>not</strong> depend on the technologies chosen below (Heating & Cooling). 
<br/>
<br/>
Here you indicate how you expect heat demand per building to change. This is likely to change as buildings become ever more filled with electric appliances producing heat. In fact, especially offices need cooling for more hours per year than before everyone started using computers, copiers, faxes and printers. ",False,False,{},Buildings,Demand growth
73,%,,buildings_useful_demand_cooling,,,0.1,,,False,Cooling per building,"Note: these changes in energy use <strong>exclude</strong> the use of the efficient technologies that you can choose below (Heating & Cooling). 
<br/>
<br/>
Here you indicate how you expect cooling demand per building to change. This is likely to change as buildings become ever more filled with electric appliances producing heat. In fact, especially offices need cooling for more hours per year than before everyone started using computers, copiers, faxes and printers. ",False,False,{},Buildings,Demand growth
74,%,,transport_vehicle_using_electricity_efficiency,,,0.1,,,False,Electric vehicles,"Here you can indicate how much more efficient future electric vehicles will become every year. Electric vehicles include all vehicles that can possibly run on electricity: cars, trains, trucks, trams, metros, busses, motorcycles, bicycles.
<br/><br/>
Most efficiency improvement is expected to come from battery improvements, since electric engines are inherently very efficient already. Most losses occur in charge/discharge cycles.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Transport,Efficiency improvement
75,%,,transport_vehicle_using_hydrogen_efficiency,,,0.1,,,False,Hydrogen vehicles,"Here you can indicate how much more efficient future hydrogen vehicles will become every year. Hydrogen vehicles include all vehicles that can run on hydrogen: cars, busses and trucks.
<br/><br/>
Since hydrogen vehicles are a rather novel technology, there is still quite some room for improvement. The electric engine is very efficient already, but the hydrogen fuel cell stack (the part that generates electricity) can perform better.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Transport,Efficiency improvement
76,%,,transport_vehicle_combustion_engine_efficiency,,,0.1,,,False,Combustion engine vehicles,"Here you can indicate how much more efficient future fossil-fuelled vehicles will become every year. For example: new cars become almost 2% more efficient every year. 
<br/><br/>
Some people believe these vehicles will become much more efficient once competition from electric vehicles becomes fiercer.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Transport,Efficiency improvement
77,%,,transport_trains_efficiency,,,0.1,,,False,Trains,Here you can indicate how much more efficient future trains will become every year. Trains are already quite energy efficient.,False,False,{},Transport,Efficiency improvement
78,%,,transport_ships_efficiency,,,0.1,,,False,Ships,"Here you can indicate how much more efficient future ships will become every year. <br/><br/>Ships are already quite energy efficient, but there is some room for improvement.",False,False,{},Transport,Efficiency improvement
79,%,,transport_planes_efficiency,,,0.1,,,False,Airplanes,"Here you can indicate how much more efficient future airplanes will become every year. <br/> <br/>
There is some room for improvement, but not much.",False,False,{},Transport,Efficiency improvement
80,%,,transport_useful_demand_passenger_kms,,,0.1,,,False,Passenger transport,Do you believe people will travel more or less in the future? Please indicate here by what percentage you think the number of &#39;passenger kilometres&#39; will change each year.,False,False,{},Passenger transport,Applications
81,%,passenger_transport,transport_cars_share,,,0.1,,,False,Cars,Please indicate what percentage of the kilometres we travel is covered by cars.,False,False,{},Passenger transport,Applications
82,%,passenger_transport,transport_passenger_trains_share,,,0.1,,,False,Trains,Please indicate what percentage of the kilometres we travel is covered by trains.,False,False,{},Passenger transport,Applications
83,%,passenger_transport,transport_trams_share,,,0.1,,,False,Trams/metros,Please indicate what percentage of the kilometres we travel is covered by trams and metros.,False,False,{},Passenger transport,Applications
84,%,passenger_transport,transport_busses_share,,,0.1,,,False,Busses,Please indicate what percentage of the kilometres we travel is covered by busses.,False,False,{},Passenger transport,Applications
85,%,passenger_transport,transport_motorcycles_share,,,0.1,,,False,Motorcycles,Please indicate what percentage of the kilometres we travel is covered by motorcycles and mopeds,False,False,{},Passenger transport,Applications
86,%,passenger_transport,transport_bicycles_share,,,0.1,,,False,Bicycles,Please indicate what percentage of the kilometres we travel is covered by bicycles.,False,False,{},Passenger transport,Applications
87,%,passenger_transport,transport_planes_share,,,0.1,,,False,Domestic planes,"Please indicate what percentage of the kilometres we travel is covered by planes. Please note that this slider is about domestic flights only. For international aviation, see <a href=""/scenario/demand/transport_international_transport/international-transport"">international transport</a>.",False,False,{},Passenger transport,Applications
88,%,transport_car_tech,transport_car_using_electricity_share,,,0.1,,,False,Electric,"What percentage of all cars will be fully electric cars in the future? 
<br/><br/>
These cars use less than half the energy from “well to wheels” of good diesel cars and are even more efficient compared to gasoline engines. The technology for electric cars is available, but the required infrastructure (sufficient opportunities for charging or exchanging batteries) is not. A typical electric family car has a range of 150 – 250 km on a full set of batteries, which makes them quite suited for small and densely populated countries. Furthermore, electric cars are the ideal mobile electricity storage at night, if they are plugged in and the charge they hold is remote controlled.
<br/><br/>
If you want to include hybrid cars in your scenario, you could assume that one fully electric car is equivalent to three plug-in hybrid cars with range extenders. These are electric cars that can be charged from the grid, but have limited battery capacity. A range extender is a small gasoline engine that re-charges the battery after about 50 - 60 km. 
<br/><br/>
Do not forget that the electricity still needs to be generated. If this is done with wind power, electric cars contribute strongly to a more sustainable society, but less so when coal power is used. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.
",False,False,{},Passenger transport,Car technology
89,%,transport_car_tech,transport_car_using_hydrogen_share,,,0.1,,,False,Hydrogen,"What percentage of all cars will be hydrogen fuelled vehicles in the future? Hydrogen cars have been hyped as well as criticised a lot, and as with many choices, their value depends on other choices you make. Hydrogen is an energy carrier - not an energy source -, so it has to be produced first. In the <a href=""/scenario/supply/hydrogen/hydrogen-production"" >hydrogen production section</a> you can determine how this is done - through steam reforming of methane (a powerful greenhouse gas) or through green electrolysis.
<br/><br/>
Hydrogen cars (in the ETM) are fuel cell electric vehicles (FCEVs). Hydrogen in consumer vehicles is stored at a very high pressure of 700 bar in order to ensure a long driving range (of typically 500 km). Hydrogen is fed to a stack of fuel cells, where it undergoes a chemical (redox) reaction with oxygen,  generates a current and releases water. It thus produces electricity that drives the (electric) engine. FCEVs are therefore electric vehicles, but they differ from electric vehicles in the sense that the electricity is not stored on board in a battery, but instead generated in the car itself. 
<br/><br/>
Combined with smart grid systems and energy storage technologies, electric vehicles could not only potentially reduce our dependence on fossil fuels but even function as a storage medium or production technology. <a href=""https://www.thegreenvillage.org/projects/hydrolectric""a>The Green Village</a>, an initiative of Delft University of Technology, is doing research on how electric cars can be used as more than just an end - for example, as power plants and storage devices.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Car technology
90,%,transport_car_tech,transport_car_using_diesel_mix_share,,,0.1,,,False,Diesel,"What percentage of all cars will use conventional diesel fueled internal combustion engine (ICE) technology? 
<br/><br/>
Some people believe these cars will become much more efficient once competition from electric vehicles becomes fiercer.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Car technology
91,%,transport_car_tech,transport_car_using_gasoline_mix_share,,,0.1,,,False,Gasoline,"What percentage of all cars will be use gasoline fuelled internal combustion engine (ICE) technology? 
<br/><br/> 
Their efficiency may start improving faster once competition from electric cars is felt more keenly. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Car technology
92,%,transport_car_tech,transport_car_using_lpg_share,,,0.1,,,False,LPG,"What percentage of all cars will be use LPG fueled internal combustion engine (ICE) technology? These cars also use gasoline as a back up fuel.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Car technology
93,%,transport_car_tech,transport_car_using_compressed_natural_gas_share,,,0.1,,,False,Compressed gas,"What percentage of all cars will use compressed gas fueled internal combustion engine (ICE) technology? 
<br/><br/>
Gas-fueled cars are relatively clean compared to gasoline or diesel fueled ones. In terms of efficiency, one might say that gas is better used for generating heat and electricity (co-generation) at the location it is needed. ICE technology is likely to progress, but will never rival the efficiency of such a process. In terms of pollution, one might say that it is better to use gas to generate electricity at a central location (where exhaust gases can be cleaned or even captured and stored) and to use the electricity to power electric cars.
<br/><br/>
Compressed natural gas in these cars comes from the gas network. This means it can contain green gas if in the current scenario this is mixed in with natural gas on the gas network.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Car technology
94,%,transport_passenger_train_tech,transport_passenger_train_using_electricity_share,transport_passenger_train_using_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/transport/transport_passenger_train_using_electricity.converter.xlsx?raw=true,0.1,,,False,Electric,"Electric trains are the standard in all developed regions of the world. They are a very energy efficient and rather clean form of transport. They are not particularly flexible of course, and rely on expensive electric infrastructure, so they will never fully replace diesel trains.",False,False,{},Passenger transport,Train technology
95,%,transport_passenger_train_tech,transport_passenger_train_using_diesel_mix_share,transport_passenger_train_using_diesel_mix,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/transport/transport_passenger_train_using_diesel_mix.converter.xlsx?raw=true,0.1,,,False,Diesel,"Diesel-powered trains are not uncommon as they do not rely on expensive electricity infrastructure. They are ideal for very remote and sparsely populated regions. Because Europe is a patchwork of differing standards for powerlines, electric trains often cannot cross borders in Europe. ",False,False,{},Passenger transport,Train technology
96,%,transport_passenger_train_tech,transport_passenger_train_using_coal_share,transport_passenger_train_using_coal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/transport/transport_passenger_train_using_coal.converter.xlsx?raw=true,0.1,,,False,Coal,"Coal-powered trains are a bit of a relic, but still common in some less developed regions of the world. Almost everywhere, coal-powered trains can be replaced by diesel-powered ones, as these are more fuel-efficient and much cleaner. 

<br/>
<br/>
Less developed countries with abundant coal supplies may choose to use coal-powered trains to reduce their dependence on foreign energy sources.",False,False,{},Passenger transport,Train technology
97,%,transport_bus_tech,transport_bus_using_electricity_share,,,0.1,,,False,Electric,"What percentage of all busses will be fully electric in the future? 
<br/><br/>
Governments and other regulatory boards in many countries are now trying to push electric busses as one of the primary modes of public transport as part of new energy targets and policies. Electric busses are also becoming more affordable as the prices for lithium-ion batteries continue to drop. 
<br/><br/>
Factors such as these will play in a role in determining the growth in demand for electric busses, how do you expect the current share of electric busses to change?
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Bus technology
98,%,transport_bus_tech,transport_bus_using_hydrogen_share,,,0.1,,,False,Hydrogen,"What percentage of all busses will be hydrogen fuelled vehicles in the future? 
<br/><br/>
The use of hydrogen for transport has been hyped as well as criticised a lot, and as with many choices, their value depends on other choices you make. Hydrogen is an energy carrier - not an energy source -, so it has to be produced first. In the <a href=""/scenario/supply/hydrogen/hydrogen-production"" >hydrogen production section</a> you can determine how this is done - through steam reforming of methane (a powerful greenhouse gas) or through green electrolysis.
<br/><br/>
Hydrogen busses (in the ETM) are fuel cell electric vehicles (FCEVs). Hydrogen is fed to a stack of fuel cells, where it undergoes a chemical (redox) reaction with oxygen,  generates a current and releases water. It thus produces electricity that drives the (electric) engine. FCEVs are therefore electric vehicles, but they differ from electric vehicles in the sense that the electricity is not stored on board in a battery, but instead generated in the bus itself. 
<br/><br/>
Combined with smart grid systems and energy storage technologies, electric vehicles could not only potentially reduce our dependence on fossil fuels but even function as a storage medium or production technology. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Bus technology
99,%,transport_bus_tech,transport_bus_using_diesel_mix_share,,,0.1,,,False,Diesel,"What percentage of all cars will use conventional diesel fueled internal combustion engine (ICE) technology? 
<br/><br/>
Today, nearly all of the busses use diesel as the primary source of fuel; however, competition with alternative technologies will most likely induce a change in the demand share for diesel powered busses. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Bus technology
100,%,transport_bus_tech,transport_bus_using_gasoline_mix_share,,,0.1,,,False,Gasoline,"What percentage of all busses will be using gasoline fuelled internal combustion engine (ICE) technology in the future?  
<br/><br/>
Competition from zero-emissions technologies, like electric and hydrogen vehicles is pushing innovation in the field of efficiency improvement in gasoline powered transport. 
<br/><br/>
This and other such factors will play a role in shaping the demand for gasoline fuelled busses in the future, how do you suppose the demand will change?",False,False,{},Passenger transport,Bus technology
101,%,transport_bus_tech,transport_bus_using_lng_share,,,0.1,,,False,LNG,"What percentage of all busses will be using liquefied natural gas (LNG) technology in the future?
<br/><br/>
As environmental concerns become a prime factor in shaping the demand for fuels in the transport sector, LNG can be expected to increase its demand share with respect to other fuels that are currently dominating the fuel-mix in the transport sector. LNG&#39;s higher energy density as compared to diesel and relatively stable projected prices will also play a hand in determining its share in the fuel-mix in the near future.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Bus technology
102,%,transport_bus_tech,transport_bus_using_compressed_natural_gas_share,,,0.1,,,False,Compressed gas,"What percentage of all busses will use compressed natural gas fueled internal combustion engine (ICE) technology? 
<br/><br/>
Gas fueled busses are relatively clean compared to gasoline or diesel fueled ones. In terms of efficiency, one might say that gas is better used for generating heat and electricity (co-generation) at the location it is needed. ICE technology is likely to progress, but will never rival the efficiency of such a process. In terms of pollution, one might say that it is better to use gas to generate electricity at a central location (where exhaust gases can be cleaned or even captured and stored) and to use the electricity to power electric busses.
<br/><br/>
Compressed natural gas in these busses comes from the gas network. This means it can contain green gas if in the current scenario this is mixed in with natural gas on the gas network.
<br/><br/>
In the Middle East, for example, transport authorities are also promoting CNG by setting up conversion centers which enable cars and busses to switch from gasoline or diesel powered engines to CNG powered ones.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.
Natural gas fueled engines are already commercially available. ",False,False,{},Passenger transport,Bus technology
103,%,transport_motorcycle_tech,transport_motorcycle_using_gasoline_mix_share,,,0.1,,,False,Gasoline,"What percentage of all motorcycles will be using gasoline fuelled technology in the future?
<br/><br/>
Many areas of the world are experiencing a rapid demand in motorcycle usage as this form of personal transport provides ease and convenience especially in developing countries where the transport infrastructure is not very suitable to cars and other larger vehicles. Currently, almost all of the motorcycles run on gasoline, however as zero-emissions technologies and priorities on environmental effects of such fuels are being placed higher up, one can expect a change in this share in the future.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.
Natural gas fueled engines are already commercially available. ",False,False,{},Passenger transport,Motorcycle technology
104,%,transport_motorcycle_tech,transport_motorcycle_using_electricity_share,,,0.1,,,False,Electric,"How do you think the demand for electric motorcycles will change in the future?
<br/><br/>
As of today, electric motorcycles aren&#39;t yet used very often. Competition with cars at charging stations as well as a smaller market audience as compared to cars may be some among the reasons which is holding back the number of electric motorcycles on the road. However, new innovative electric motorcycles are entering the market, which could potentially be a hype. Especially areas with high population densities could benefit from an increase in electric motorcycles, as motorcycles in such areas comprise quite a significant share of the road transport. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.
Natural gas fueled engines are already commercially available. ",False,False,{},Passenger transport,Motorcycle technology
105,%,transport_bicycle_tech,transport_bicycle_using_human_power_share,,,0.1,,,False,Bike,"How do you suppose the demand for bicycles will change in the future? Will it increase or decrease?
<br/><br/>
Bicycles are one of the most traditional forms of transport and are rapidly coming back into style as people become more aware of the environmental as well as health benefits.
",False,False,{},Passenger transport,Bicycle technology
106,%,transport_bicycle_tech,transport_bicycle_using_electricity_share,,,0.1,,,False,E-bike,"Will the share of electric bikes (e-bikes) expand in the future?
<br/><br/>
Electric bikes play a big role in expanding the existing market for bicycles as they provide speed and reduced effort which stretches the market to include parts of the market, such as the elderly, who benefit greatly from these benefits. Several food delivery companies are also investing in electric bikes not only due to the economic benefits but also as a part of green marketing.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Passenger transport,Bicycle technology
107,%,transport_aviation,transport_plane_using_kerosene_share,,,0.1,,,False,Kerosene,"Fossil fuels for aviation can be several, but the bulk of it is kerosene, which is used for all large aircraft. ",False,False,{},Passenger transport,Domestic aviation technology
108,%,transport_aviation,transport_plane_using_gasoline_share,,,0.1,,,False,Gasoline,"Not a large percentage of airplanes use gasoline as fuel. Its use is mostly limited to smaller private planes, since larger planes need higher energy content fuels to get far enough. ",False,False,{},Passenger transport,Domestic aviation technology
109,%,transport_aviation,transport_plane_using_bio_ethanol_share,transport_plane_using_bio_ethanol,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/transport/transport_plane_using_bio_ethanol.converter.xlsx?raw=true,0.1,,,False,Bio-ethanol,"Bio-based aviation fuels are still in an experimental stage. Transatlantic flights have been completed successfully, during which one of four (or more) engines used a bio-diesel. Since airplanes need so much high-energy fuel, it remains to be seen whether such bio-fuels can ever make a large dent in the fossil fuel use. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/carriers_source_analyses"">documentation on GitHub</a> for more information on the numbers used.",False,False,{},Passenger transport,Domestic aviation technology
110,%,,transport_useful_demand_freight_tonne_kms,,,0.1,,,False,Freight transport,Do you believe that more or less freight will be transported in the future? Please indicate by what percentage per year you think the number of &#39;freight tonne kilometres&#39; will change.,False,False,{},Freight transport,Applications
